modelId,createdAt,last_modified,predicted_tag
DazMashaly/swin_cont,2024-01-13 15:14:07,2024-01-13 15:14:30,"['Computing methodologies', 'Artificial intelligence', 'Computer vision', 'Computer vision problems', 'Image segmentation']"
croissantllm/base_170k,2024-01-18 14:43:55,2024-02-01 15:56:53,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Language resources']"
SanjiWatsuki/Kunoichi-7B,2024-01-04 09:57:02,2024-01-10 09:31:19,"['Computing methodologies', 'Artificial intelligence', 'Knowledge representation and reasoning', 'Reasoning about belief and knowledge']"
AISimplyExplained/Vakil-7B,2024-01-23 12:50:25,2024-01-23 23:42:47,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Natural language generation']"
Kooten/DaringMaid-20B-V1.1-6bpw-exl2,2024-01-21 01:33:18,2024-01-31 07:56:47,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Language resources']"
AliRiza/corgy_dog_LoRA,2024-01-27 23:57:52,2024-01-28 00:02:46,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Learning paradigms', 'Supervised learning', 'Supervised learning by regression']"
Crystalcareai/CrystalMistralv.03-fixed,2024-01-28 07:33:19,2024-01-28 07:38:25,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Machine learning approaches', 'Neural networks']"
cgbadaya/clasificador-muchocine,2024-01-22 12:06:31,2024-01-22 12:07:08,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Natural language generation']"
MaziyarPanahi/Dans-TotSirocco-7b-Mistral-7B-Instruct-v0.2-slerp,2024-01-12 16:50:56,2024-01-12 16:55:59,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Natural language generation']"
ntc-ai/SDXL-LoRA-slider.group-photo,2024-01-06 08:07:52,2024-01-06 08:07:55,"['Computing methodologies', 'Artificial intelligence', 'Control methods', 'Computational control theory']"
RiverTest/MTG3,2024-01-12 20:29:48,2024-01-12 20:40:39,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Machine learning approaches', 'Neural networks']"
rezaFarsh/binary_persian_sentiment_analysis,2024-01-21 12:47:03,2024-01-22 01:46:59,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Natural language generation']"
dudcjs2779/sentiment-analysis-with-klue-bert-base,2024-01-08 07:54:34,2024-01-08 08:27:50,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Discourse, dialogue and pragmatics']"
FounderOfHuggingface/gpt2_lora_r4_e2e_nlg_t300_e5_member_shadow36,2024-01-19 04:04:30,2024-01-19 04:04:31,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Machine learning approaches', 'Regularization']"
NeuralNovel/Gecko-7B-v0.1,2024-01-15 23:09:30,2025-08-18 14:48:24,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Learning paradigms', 'Supervised learning', 'Supervised learning by regression']"
mogaio/Snorkel-Mistral-PairRM-DPO-MTD-TCD-Lora,2024-01-28 14:28:29,2024-01-28 14:28:33,"['Computing methodologies', 'Artificial intelligence', 'Knowledge representation and reasoning', 'Description logics']"
HarrisonColby/ppo-Huggy,2024-01-23 14:31:44,2024-01-23 14:31:50,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Learning paradigms', 'Reinforcement learning', 'Inverse reinforcement learning']"
sharadsin/Mixtral-8x7B-sql-ft-v2,2024-01-04 07:34:58,2024-01-04 07:36:47,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Language resources']"
MaziyarPanahi/Mistral-7B-Instruct-guidance-Mistral-7B-Instruct-v0.2-slerp-GGUF,2024-01-24 00:01:58,2024-01-26 06:34:48,"['Computing methodologies', 'Artificial intelligence', 'Knowledge representation and reasoning', 'Ontology engineering']"
farzintava/Pixelcopter-PLE-v0,2024-01-27 08:51:03,2024-01-27 12:18:31,"['Computing methodologies', 'Artificial intelligence', 'Control methods', 'Robotic planning']"
TheBloke/PiVoT-SUS-RP-AWQ,2024-01-12 18:57:15,2024-01-12 22:13:01,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Machine learning approaches', 'Neural networks']"
SamaSedaghat/my_wnut_model,2024-01-04 19:02:33,2024-01-05 15:41:08,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Information extraction']"
Sosnitskij/ruGPT-3.5-13B-erotic-kink-chat-lora-merge-gguf,2024-01-30 20:33:53,2024-01-30 21:26:35,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Natural language generation']"
sksayril/kitpot-searching2.0,2024-01-31 06:43:50,2024-01-31 07:00:08,"['Computing methodologies', 'Artificial intelligence', 'Computer vision', 'Computer vision representations', 'Appearance and texture representations']"
AlisaMenekse/ErrorCategoriesBCP,2024-02-05 23:46:21,2024-02-05 23:46:35,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Natural language generation']"
Shijia/furina_ary_loss_2e-05,2024-02-17 01:22:42,2024-02-17 01:23:39,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Machine learning approaches', 'Neural networks']"
vignesh-spericorn/lora-flan-t5-lg-quant-4-bit,2024-02-26 09:00:24,2024-02-26 09:00:51,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Machine learning approaches', 'Neural networks']"
aidonuts/marigold-002,2024-02-10 05:39:47,2024-02-10 05:41:33,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Natural language generation']"
varun-v-rao/opt-1.3b-snli-model3,2024-02-07 20:23:50,2024-02-08 21:45:23,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Information extraction']"
TransferGraph/M47Labs_spanish_news_classification_headlines_untrained-finetuned-lora-tweet_eval_emotion,2024-02-29 12:52:39,2024-02-29 12:52:42,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Natural language generation']"
TransferGraph/Jeevesh8_feather_berts_96-finetuned-lora-tweet_eval_hate,2024-02-29 13:44:52,2024-02-29 13:44:54,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Learning settings', 'Semi-supervised learning settings']"
ansilmbabl/cards-blt-swin-tiny-patch4-window7-224-finetuned-v1,2024-02-13 10:14:28,2024-02-13 10:31:37,"['Computing methodologies', 'Artificial intelligence', 'Computer vision', 'Computer vision representations', 'Image representations']"
arlineka/Brunhilde-13b,2024-02-14 10:11:20,2024-03-07 01:45:25,"['Computing methodologies', 'Artificial intelligence', 'Knowledge representation and reasoning', 'Ontology engineering']"
Amala3/TRoberta_Irony,2024-02-23 10:26:32,2024-03-21 10:55:11,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Discourse, dialogue and pragmatics']"
adarsh12x/mistral_7b_samantha,2024-02-25 21:51:38,2024-02-25 21:51:46,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Natural language generation']"
reyhanwiira/image_classification,2024-02-15 13:10:45,2024-02-16 14:00:48,"['Computing methodologies', 'Artificial intelligence', 'Computer vision', 'Computer vision representations', 'Image representations']"
gayanin/bart-noised-with-kaggle-gcd-dist,2024-02-05 02:56:41,2024-02-05 04:19:01,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Natural language generation']"
JimPete79/ppo-LunarLander-v2,2024-02-18 16:39:05,2024-04-04 21:20:43,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Learning paradigms', 'Reinforcement learning', 'Multi-agent reinforcement learning']"
TransferGraph/Jeevesh8_bert_ft_qqp-88-finetuned-lora-tweet_eval_emotion,2024-02-29 12:49:34,2024-02-29 12:49:36,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Discourse, dialogue and pragmatics']"
TransferGraph/crcb_isear_bert-finetuned-lora-tweet_eval_irony,2024-02-27 17:03:51,2024-02-27 17:03:54,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Language resources']"
BarraHome/zephyr-dpo-4bit,2024-02-04 02:47:31,2024-02-04 02:56:26,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Natural language generation']"
codesage/codesage-base,2024-02-06 20:15:31,2024-12-28 22:17:11,"['Computing methodologies', 'Artificial intelligence', 'Knowledge representation and reasoning', 'Reasoning about belief and knowledge']"
SiriusFW/SD_lora_yuki_hotaru,2024-02-05 11:05:32,2024-02-06 09:02:10,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Machine learning approaches', 'Neural networks']"
mach-12/ecommerce-ner,2024-02-13 12:04:51,2024-02-13 12:05:25,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Learning settings', 'Learning from implicit feedback']"
vilm/Quyen-Mini-v0.1,2024-02-05 04:26:03,2024-03-05 02:07:55,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Machine learning approaches', 'Neural networks']"
restful3/distilbert-base-uncased-finetuned-emotion,2024-02-02 04:27:51,2024-02-02 06:21:43,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Language resources']"
UNAVS/image_classification,2024-02-16 06:06:30,2024-02-16 15:25:06,"['Computing methodologies', 'Artificial intelligence', 'Computer vision', 'Image and video acquisition', 'Active vision']"
gayanin/bart-with-woz-pubmed-noise-data-0.1-v2,2024-02-12 16:17:06,2024-02-12 16:49:50,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Discourse, dialogue and pragmatics']"
Olivia-umich/Reinforce-unit4,2024-02-20 14:02:52,2024-02-20 14:03:01,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Machine learning approaches', 'Regularization']"
Lewdiculous/BuRPInfinity_9B-GGUF-IQ-Imatrix,2024-03-16 03:06:58,2024-03-16 15:07:35,"['Computing methodologies', 'Other']"
SeanLee97/mxbai-embed-large-v1-nli-matryoshka,2024-03-15 10:47:24,2024-03-15 10:48:27,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Information extraction']"
MVRL/GeoSynth-SAM,2024-03-17 17:49:17,2024-04-15 21:40:35,"['Computing methodologies', 'Artificial intelligence', 'Knowledge representation and reasoning', 'Ontology engineering']"
dlby/testModel23,2024-03-14 05:04:56,2024-03-14 05:04:59,"['Computing methodologies', 'Artificial intelligence', 'Control methods', 'Motion path planning']"
dmusingu/wav2vec2-large-xls-r-1B-swahili-cv-14,2024-03-25 20:10:35,2024-03-27 00:31:17,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Speech recognition']"
daze-unlv/google-electra-base-discriminator,2024-03-12 12:06:56,2024-03-13 02:28:28,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Machine translation']"
azizksar/train_llma_4bits_2column_eng_v2,2024-03-02 23:51:04,2024-03-03 07:36:36,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Learning paradigms', 'Supervised learning', 'Supervised learning by classification']"
sheeyor/code-llama-7b-text-to-sql,2024-03-12 17:50:10,2024-03-13 00:56:41,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing']"
qgyd2021/few_shot_intent_gpt2_base,2024-03-25 01:11:32,2024-04-30 08:10:31,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Learning paradigms', 'Supervised learning', 'Supervised learning by classification']"
PrunaAI/cerspense-zeroscope_v2_576w-turbo-green-smashed,2024-03-05 23:16:07,2024-11-13 13:17:11,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Learning paradigms', 'Supervised learning', 'Supervised learning by classification']"
Teapack1/LoRA-Mistral-7B-v0.1-Chris-Williamson-Pod,2024-03-12 22:02:24,2024-03-14 01:44:33,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Learning paradigms', 'Supervised learning', 'Learning to rank']"
rizvi-rahil786/t5-small-kaikouraEarthquake,2024-03-16 06:52:51,2024-03-16 08:20:34,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Natural language generation']"
St4n/wav2vec2-base-common-327-colab,2024-03-27 14:47:56,2024-03-27 14:47:57,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Learning paradigms', 'Unsupervised learning', 'Dimensionality reduction and manifold learning']"
AlexYoungster015/code-search-net-tokenizer,2024-03-01 12:55:39,2024-03-02 01:22:44,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Learning paradigms', 'Supervised learning', 'Supervised learning by classification']"
mervinpraison/tamil-large-language-model-7b-v1.0,2024-03-10 10:34:56,2024-03-10 11:39:10,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Natural language generation']"
charioteer/Neural-phi2,2024-03-12 17:08:31,2024-04-08 06:44:55,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Natural language generation']"
AlignmentResearch/robust_llm_472bc17edf9111eeac6886e11d54e141_from_EleutherAI_pythia-14m,2024-03-11 10:22:46,2024-03-11 10:22:56,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Machine learning approaches', 'Neural networks']"
srirag/mmd3-aitrans-select-gemma,2024-03-17 23:22:53,2024-03-17 23:29:03,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Learning paradigms', 'Reinforcement learning', 'Sequential decision making']"
cantillation/whisper-medium-he-teamim-allNusah-12-03-24-warmup-2000,2024-03-12 21:24:30,2024-03-13 05:41:53,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Speech recognition']"
OwOOwO/eacc_bm2c1,2024-03-05 18:53:11,2024-03-05 18:55:35,"['Computing methodologies', 'Artificial intelligence', 'Knowledge representation and reasoning', 'Reasoning about belief and knowledge']"
adami1/410M_TIES-merge_slimp_300B_from_pile_replay5_into_pile_300B_density-0.5,2024-03-11 17:03:56,2024-03-11 17:04:16,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Learning paradigms', 'Reinforcement learning', 'Inverse reinforcement learning']"
msehsah/bloomz-560-m-peft-prefix-tuning,2024-03-01 16:38:55,2024-03-01 17:27:41,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Machine translation']"
firtiadi19/apache-2.0,2024-03-17 18:26:02,2024-03-17 19:23:49,"['Computing methodologies', 'Artificial intelligence', 'Knowledge representation and reasoning', 'Description logics']"
Virt-io/Deris-SSS-7B,2024-03-09 08:05:03,2024-03-10 06:53:46,"['Computing methodologies', 'Artificial intelligence', 'Knowledge representation and reasoning', 'Reasoning about belief and knowledge']"
sovitrath/gpt2_base_open_assistant_guanaco,2024-03-22 11:42:27,2024-03-22 12:24:30,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Learning paradigms', 'Supervised learning', 'Supervised learning by classification']"
MaziyarPanahi/MeliodasPercival_01_YamT3qm7x,2024-04-07 01:24:30,2024-04-07 01:36:29,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Learning paradigms', 'Supervised learning', 'Supervised learning by classification']"
ganeshkamath89/bert-fine-tuned-cola,2024-04-10 12:16:20,2024-04-10 12:42:16,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing']"
davanstrien/dataset-tldr,2024-04-30 14:26:24,2024-04-30 14:32:08,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Natural language generation']"
bowersjames/phillama-3.8b-v1-Q5_K_M-GGUF,2024-04-29 11:32:16,2024-04-29 11:32:25,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Language resources']"
datasciathlete/ke-t5-base-aihub-nmt-short-bs8-lr1e4-wd001-e1,2024-04-02 11:49:02,2024-04-02 11:50:14,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Machine learning approaches', 'Learning in probabilistic graphical models', 'Maximum likelihood modeling']"
addykan/canine_100_chars,2024-04-20 19:58:19,2024-04-20 20:12:21,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Information extraction']"
cPower/dipper-paraphraser-xxl-tokeninc,2024-04-12 15:20:30,2024-04-12 15:21:30,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Natural language generation']"
SleepyGorilla/llama_2,2024-04-03 08:17:30,2024-04-03 10:29:09,"['Computing methodologies', 'Artificial intelligence', 'Machine learning']"
SNV/llama3-unsloth-alpaca,2024-04-22 06:10:14,2024-04-22 06:17:03,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Natural language generation']"
MANMEET75/bert-finetuned-named-entity-recognition-ner,2024-04-28 18:04:31,2024-04-28 18:18:25,"['Computing methodologies', 'Artificial intelligence', 'Knowledge representation and reasoning', 'Ontology engineering']"
epiverseai/mistral-7b-r-data-science,2024-04-22 02:10:42,2024-04-22 02:25:56,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Lexical semantics']"
sanchit-gandhi/distil-zephyr-1.5b-ssft-ultrachat,2024-04-24 13:31:31,2024-04-25 23:51:09,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Natural language generation']"
PrunaAI/Cheng98-llama-160m-GPTQ-8bit-smashed,2024-04-12 22:32:56,2024-08-02 15:53:32,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Machine learning approaches', 'Neural networks']"
MaziyarPanahi/YamshadowStrangemerges_32_Experiment28Strangemerges_32,2024-04-09 13:18:12,2024-04-09 13:31:59,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Machine learning approaches', 'Neural networks']"
Efficient-Large-Model/VILA1.5-3b-s2,2024-04-30 17:33:13,2024-07-18 20:54:53,"['Computing methodologies', 'Artificial intelligence', 'Knowledge representation and reasoning', 'Nonmonotonic, default reasoning and belief revision']"
kakaobrain/llama2-mha-from-scratch-ckpt-125M,2024-04-24 01:06:33,2024-04-24 01:07:04,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Machine translation']"
LoneStriker/opus-v1.2-llama-3-8b-5.0bpw-h6-exl2,2024-04-19 13:23:27,2024-04-19 13:25:53,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Natural language generation']"
DavidAU/pythia-1b-helpful-dpo-Q8_0-GGUF,2024-04-22 06:04:09,2024-04-22 06:04:16,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Natural language generation']"
ehristoforu/llama-3-12b-instruct,2024-04-21 08:28:45,2024-04-21 11:31:29,"['Computing methodologies', 'Artificial intelligence', 'Knowledge representation and reasoning', 'Causal reasoning and diagnostics']"
jspetrisko/mistral-7b-sql,2024-04-11 22:53:20,2024-04-13 13:34:47,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Machine learning approaches', 'Neural networks']"
dbands/llama-3-8b-sql-instruct_lora,2024-04-25 19:22:07,2024-04-28 20:21:59,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Natural language generation']"
MaLA-LM/lucky52-bloom-7b1-no-25,2024-04-04 11:00:16,2025-04-08 17:03:45,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Language resources']"
minindu-liya99/Reinforce-CartPole-v1,2024-04-16 14:55:50,2024-05-17 15:02:22,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Learning paradigms', 'Reinforcement learning', 'Apprenticeship learning']"
tomTs/ppo-LunarLander-v2,2024-04-21 13:22:02,2024-05-10 14:03:11,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Machine learning approaches', 'Regularization']"
zting/my_awesome_mind_model,2024-04-14 07:31:46,2024-04-16 14:59:45,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Machine learning approaches', 'Neural networks']"
paulisickc/xlm-roberta-base-finetuned-panx-all,2024-05-25 15:44:06,2024-05-25 15:53:12,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Discourse, dialogue and pragmatics']"
facebook/hiera-huge-224-hf,2024-05-12 15:37:36,2024-06-20 10:47:25,"['Computing methodologies', 'Artificial intelligence', 'Computer vision', 'Computer vision representations', 'Hierarchical representations']"
goatmjkim/output,2024-05-14 04:07:39,2024-05-14 04:11:24,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Speech recognition']"
pyupeu/rl_course_vizdoom_health_gathering_supreme,2024-05-20 04:28:33,2024-05-20 04:28:38,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Learning paradigms', 'Reinforcement learning', 'Inverse reinforcement learning']"
mlx-community/Yi-1.5-6B-4bit,2024-05-12 15:50:39,2024-05-13 11:32:22,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Learning paradigms', 'Unsupervised learning', 'Dimensionality reduction and manifold learning']"
scrapware/amanivae,2024-05-31 10:34:12,2025-01-21 08:50:16,"['Computing methodologies', 'Artificial intelligence', 'Control methods', 'Robotic planning']"
Zoyd/Ppoyaa_LuminRP-13B-128k-v0.5-8_0bpw_exl2,2024-05-31 11:10:06,2024-05-31 11:18:16,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Lexical semantics']"
cld07/sd3ep_output,2024-05-14 10:50:48,2024-05-14 21:25:45,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Machine learning approaches', 'Neural networks']"
PrunaAI/Einstein-v6.1-Llama3-8B-GGUF-smashed,2024-05-04 16:17:25,2024-08-02 15:58:50,"['Computing methodologies', 'Artificial intelligence', 'Knowledge representation and reasoning', 'Reasoning about belief and knowledge']"
dimasichsanul/BERT_top5_bm25_rr5_10_epoch,2024-05-02 05:29:44,2024-05-02 05:30:31,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Discourse, dialogue and pragmatics']"
Fetanos/ppo-SnowballTarget,2024-05-15 11:12:29,2024-05-15 11:12:30,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Machine learning approaches', 'Regularization']"
rongsen/nlp_task,2024-05-20 11:55:54,2024-05-20 12:06:20,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Language resources']"
yaswanthchittepu/pythia-2.8b-tldr-ipo-beta-0.05-alpha-0-step-79872,2024-05-06 18:18:29,2024-05-06 18:22:43,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Machine learning approaches', 'Neural networks']"
Mustfain/News-headline-Generation-llama-3-8b,2024-05-05 07:23:55,2024-05-05 08:03:47,"['Computing methodologies', 'Artificial intelligence', 'Knowledge representation and reasoning', 'Reasoning about belief and knowledge']"
AdapterHub/bert-base-multilingual-cased-fr-wiki_houlsby,2024-05-05 21:09:56,2024-05-05 21:09:59,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Language resources']"
clio-ai/merged_stories_recipe15M,2024-05-02 08:23:23,2024-05-02 08:24:03,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Lexical semantics']"
interneuronai/it_support_ticket_classification_pegasus,2024-05-10 13:37:28,2024-05-10 13:38:23,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Language resources']"
1024m/EXALT-1A-GEMMA-5A-16bit,2024-05-14 11:37:15,2024-05-14 11:41:41,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Machine learning approaches', 'Neural networks']"
DaveGergern/13B-Psyfighter2-Erebus3-DareTies,2024-05-30 00:17:16,2024-05-30 01:00:45,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Machine learning approaches', 'Factorization methods', 'Factor analysis']"
DiederikMartens/eBERT_sa_cv_11_fold1,2024-05-28 03:29:11,2024-05-28 03:43:26,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Information extraction']"
NikolayKozloff/Nanbeige2-16B-Chat-Q4_K_S-GGUF,2024-05-31 17:55:33,2024-05-31 17:56:00,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Natural language generation']"
Litzy619/Phi0503HMA23,2024-05-11 07:51:58,2024-05-11 11:50:57,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Learning settings', 'Semi-supervised learning settings']"
jampekka/4chan_r9k,2024-05-24 12:58:14,2024-05-24 12:58:23,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Natural language generation']"
grimjim/zephyr-wizard-kuno-royale-BF16-merge-7B-GGUF,2024-05-06 12:57:56,2024-08-27 01:21:38,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Natural language generation']"
sdyy/test_trainer,2024-05-19 21:06:55,2024-05-30 01:47:24,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Language resources']"
spow12/sbv_yoshino,2024-06-13 02:23:03,2024-06-13 02:27:59,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Discourse, dialogue and pragmatics']"
NikolayKozloff/Fimbulvetr-11B-v2.1-16K-Q4_0-GGUF,2024-06-30 17:10:22,2024-06-30 17:10:49,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Machine learning approaches', 'Neural networks']"
kevin1010607/llama2-7b-sft-full-zephyr,2024-06-06 09:34:21,2024-06-07 04:39:44,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Learning settings', 'Learning from demonstrations']"
mradermacher/ChatAllInOne-Yi-34B-200K-V1-i1-GGUF,2024-06-27 06:01:32,2024-08-02 10:11:13,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Discourse, dialogue and pragmatics']"
karthikrathod/autotrain-5um8a-sa81u,2024-06-19 15:00:04,2024-06-19 15:17:50,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Discourse, dialogue and pragmatics']"
PrunaAI/Tele-AI-telechat-7B-HQQ-1bit-smashed,2024-06-24 11:06:58,2024-08-02 16:17:03,"['Computing methodologies', 'Artificial intelligence', 'Knowledge representation and reasoning', 'Semantic networks']"
tyzhu/lmind_hotpot_train8000_eval7405_v1_qa_5e-5_lora2,2024-06-06 03:45:47,2024-06-08 13:58:34,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Discourse, dialogue and pragmatics']"
HASHIRREHMAN/DIVORCE_V1,2024-06-28 10:11:35,2024-06-28 10:12:48,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Learning paradigms', 'Supervised learning', 'Supervised learning by regression']"
silent666/Qwen-Qwen1.5-0.5B-1719078191,2024-06-22 17:43:11,2024-06-22 17:43:12,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Lexical semantics']"
Samhita/OrpoLlama-3-8B-Instruct-Copy,2024-06-24 17:40:24,2024-06-24 17:50:13,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Natural language generation']"
Zoyd/Nitral-AI_Poppy_Porpoise-1.4-L3-8B-5_0bpw_exl2,2024-06-04 15:19:33,2024-06-04 15:57:02,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Natural language generation']"
CK0607/lol-test-90-lora-lora-updated,2024-06-02 18:49:26,2024-06-02 18:49:30,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Natural language generation']"
Ramikan-BR/tinyllama-coder-py-LORA-v17,2024-06-02 04:26:04,2024-06-02 04:26:31,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Machine learning approaches', 'Neural networks']"
ceblay/btsn1-distilbert-base-uncased,2024-06-08 21:47:33,2024-06-08 21:47:43,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Natural language generation']"
omid-ebi/mT5_base_translation_English_to_Persian-Farsi,2024-06-26 19:02:51,2024-07-13 12:39:48,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Learning paradigms', 'Supervised learning', 'Supervised learning by classification']"
dbg-adapter/abri,2024-06-14 14:00:56,2024-06-14 14:01:00,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Language resources']"
excalibur12/las_asr-scr_w2v2-base_001,2024-06-22 06:08:52,2024-06-22 13:00:29,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Speech recognition']"
lielbin/BabyBERTa-CHILDES_2.5-with-Masking_run3-finetuned-QAMR,2024-06-01 08:38:03,2024-06-02 13:18:57,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Lexical semantics']"
